category,tag,user,title,content,imgSrc,createAt,viewCount,likeCount,postReplyLists
okky,lifeStory,カワウソ,커스터마이즈 지옥,"자꾸 바꾼다.
결과도 안보고 바꾼다.
바꾸는 와중에 바꾼다.
그럴리 없다는 것으로 다시 바꾼다.
고객 만나면 계약도 안했는데 바꾼다.
일단 다 된다고 이야기하고 바꾼다.
묶어서 팔려고 서로 다른 제품을 엮기 위해 바꾼다.
당연히 기획은 없다. 그러니 쉽게 바꾼다.

그렇게 바꾼 결과는...",0,2일 전,384,2,"[{'user': '키리링', 'content': '개발에 ㄱ도 모르는 사람이 위에 있으면 나오는 결과', 'createAt': '2일전'}, {'user': '프레이야', 'content': '결과는 지옥이네여. ㅠㅠ\n지옥길 막는 방법이 있음 좋겠네여', 'createAt': '2일전'}, {'user': 'Unknown_', 'content': 'ㅋㅋㅋㅋ 고객사에서 해달라는거 다해주라고 오더 받아서 다해줬더니,\n납품하고나서 왜케 개판을 쳐놨냐고 뭐라 하던 곳도 있었음 ㅋㅋㅋㅋㅋ 완고하게 해달라매...', 'createAt': '1일전'}]"
